,url,api,class,method,description
277,load/model,com.bumptech.glide.load.model,Interface ByteArrayLoader.Converter<Data>,Data convert(byte[] model),
278,load/model,com.bumptech.glide.load.model,Class ByteArrayLoader.StreamFactory,"@NonNullpublic ModelLoader<byte[],java.io.InputStream> build(@NonNull MultiModelLoaderFactory multiFactory)",Description copied from interface: ModelLoaderFactory
279,resource/bitmap,com.bumptech.glide.load.resource.bitmap,Class ByteBufferBitmapDecoder,"public boolean handles(@NonNull java.nio.ByteBuffer source, @NonNull Options options)",Description copied from interface: ResourceDecoder
280,resource/bitmap,com.bumptech.glide.load.resource.bitmap,Class ByteBufferBitmapImageDecoderResourceDecoder,"public boolean handles(@NonNull java.nio.ByteBuffer source, @NonNull Options options) throws java.io.IOException",Description copied from interface: ResourceDecoder
281,load/model,com.bumptech.glide.load.model,Class ByteBufferFileLoader,"public ModelLoader.LoadData<java.nio.ByteBuffer> buildLoadData(@NonNull java.io.File file, int width, int height, @NonNull Options options)",Description copied from interface: ModelLoader
282,load/model,com.bumptech.glide.load.model,Class ByteBufferFileLoader.Factory,"@NonNullpublic ModelLoader<java.io.File,java.nio.ByteBuffer> build(@NonNull MultiModelLoaderFactory multiFactory)",Description copied from interface: ModelLoaderFactory
283,resource/gif,com.bumptech.glide.load.resource.gif,Class ByteBufferGifDecoder,public ByteBufferGifDecoder(android.content.Context context),
284,resource/gif,com.bumptech.glide.load.resource.gif,Class ByteBufferGifDecoder,"public boolean handles(@NonNull java.nio.ByteBuffer source, @NonNull Options options) throws java.io.IOException",Description copied from interface: ResourceDecoder
285,resource/bytes,com.bumptech.glide.load.resource.bytes,Class ByteBufferRewinder,@NonNullpublic java.nio.ByteBuffer rewindAndGet(),Description copied from interface: DataRewinder
286,resource/bytes,com.bumptech.glide.load.resource.bytes,Class ByteBufferRewinder.Factory,@NonNullpublic DataRewinder<java.nio.ByteBuffer> build(java.nio.ByteBuffer data),Description copied from interface: DataRewinder.Factory
287,glide/util,com.bumptech.glide.util,Class ByteBufferUtil,@NonNullpublic static java.nio.ByteBuffer fromFile(@NonNull java.io.File file) throws java.io.IOException,
288,glide/util,com.bumptech.glide.util,Class ByteBufferUtil,"public static void toFile(@NonNull java.nio.ByteBuffer buffer, @NonNull java.io.File file) throws java.io.IOException",
289,glide/util,com.bumptech.glide.util,Class ByteBufferUtil,"public static void toStream(@NonNull java.nio.ByteBuffer byteBuffer, @NonNull java.io.OutputStream os) throws java.io.IOException",
290,glide/util,com.bumptech.glide.util,Class ByteBufferUtil,@NonNullpublic static byte[] toBytes(@NonNull java.nio.ByteBuffer byteBuffer),
291,glide/util,com.bumptech.glide.util,Class ByteBufferUtil,@NonNullpublic static java.io.InputStream toStream(@NonNull java.nio.ByteBuffer buffer),
292,resource/bytes,com.bumptech.glide.load.resource.bytes,Class BytesResource,@NonNullpublic java.lang.Class<byte[]> getResourceClass(),Description copied from interface: Resource
293,resource/bytes,com.bumptech.glide.load.resource.bytes,Class BytesResource,@NonNullpublic byte[] get(),In most cases it will only be retrieved once (see linked methods).
294,resource/bytes,com.bumptech.glide.load.resource.bytes,Class BytesResource,public int getSize(),Description copied from interface: Resource
295,glide/util,com.bumptech.glide.util,"Class CachedHashCodeArrayMap<K,V>",public void clear(),
296,glide/util,com.bumptech.glide.util,"Class CachedHashCodeArrayMap<K,V>","public V setValueAt(int index, V value)",
297,glide/util,com.bumptech.glide.util,"Class CachedHashCodeArrayMap<K,V>","public V put(K key, V value)",
298,glide/util,com.bumptech.glide.util,"Class CachedHashCodeArrayMap<K,V>","public void putAll(androidx.collection.SimpleArrayMap<? extends K,? extends V> simpleArrayMap)",
299,glide/util,com.bumptech.glide.util,"Class CachedHashCodeArrayMap<K,V>",public V removeAt(int index),
300,resource/bitmap,com.bumptech.glide.load.resource.bitmap,Class CenterCrop,"protected android.graphics.Bitmap transform(@NonNull BitmapPool pool, @NonNull android.graphics.Bitmap toTransform, int outWidth, int outHeight)",Description copied from class: BitmapTransformation
301,resource/bitmap,com.bumptech.glide.load.resource.bitmap,Class CenterCrop,public boolean equals(java.lang.Object o),Description copied from interface: Key
302,resource/bitmap,com.bumptech.glide.load.resource.bitmap,Class CenterCrop,public int hashCode(),Description copied from interface: Key
303,resource/bitmap,com.bumptech.glide.load.resource.bitmap,Class CenterInside,"protected android.graphics.Bitmap transform(@NonNull BitmapPool pool, @NonNull android.graphics.Bitmap toTransform, int outWidth, int outHeight)",Description copied from class: BitmapTransformation
304,resource/bitmap,com.bumptech.glide.load.resource.bitmap,Class CenterInside,public boolean equals(java.lang.Object o),Description copied from interface: Key
305,resource/bitmap,com.bumptech.glide.load.resource.bitmap,Class CenterInside,public int hashCode(),Description copied from interface: Key
306,resource/bitmap,com.bumptech.glide.load.resource.bitmap,Class CircleCrop,"protected android.graphics.Bitmap transform(@NonNull BitmapPool pool, @NonNull android.graphics.Bitmap toTransform, int outWidth, int outHeight)",Description copied from class: BitmapTransformation
307,resource/bitmap,com.bumptech.glide.load.resource.bitmap,Class CircleCrop,public boolean equals(java.lang.Object o),Description copied from interface: Key
308,resource/bitmap,com.bumptech.glide.load.resource.bitmap,Class CircleCrop,public int hashCode(),Description copied from interface: Key
309,glide/util,com.bumptech.glide.util,Class ContentLengthInputStream,"@NonNullpublic static java.io.InputStream obtain(@NonNull java.io.InputStream other, @Nullable java.lang.String contentLengthHeader)",
310,glide/util,com.bumptech.glide.util,Class ContentLengthInputStream,"@NonNullpublic static java.io.InputStream obtain(@NonNull java.io.InputStream other, long contentLength)",
311,glide/util,com.bumptech.glide.util,Class ContentLengthInputStream,public int available() throws java.io.IOException,
312,glide/util,com.bumptech.glide.util,Class ContentLengthInputStream,public int read() throws java.io.IOException,
313,glide/util,com.bumptech.glide.util,Class ContentLengthInputStream,public int read(byte[] buffer) throws java.io.IOException,
314,request/target,com.bumptech.glide.request.target,Class CustomTarget<T>,public CustomTarget(),"Creates a new CustomTarget that will attempt to load the resource in its original size. This constructor can cause very memory inefficient loads if the resource is large and can cause OOMs. It's provided as a convenience for when you'd like to specify dimensions with BaseRequestOptions.override(int). In all other cases, prefer CustomTarget(int, int)."
315,request/target,com.bumptech.glide.request.target,Class CustomTarget<T>,public void onStart(),Description copied from interface: LifecycleListener
316,request/target,com.bumptech.glide.request.target,Class CustomTarget<T>,public void onStop(),Description copied from interface: LifecycleListener
317,request/target,com.bumptech.glide.request.target,Class CustomTarget<T>,public void onDestroy(),Description copied from interface: LifecycleListener
318,request/target,com.bumptech.glide.request.target,Class CustomTarget<T>,public void onLoadStarted(@Nullable android.graphics.drawable.Drawable placeholder),Description copied from interface: Target
319,request/target,com.bumptech.glide.request.target,Class CustomTarget<T>,public void onLoadFailed(@Nullable android.graphics.drawable.Drawable errorDrawable),Description copied from interface: Target
320,request/target,com.bumptech.glide.request.target,Class CustomTarget<T>,public final void getSize(@NonNull SizeReadyCallback cb),Description copied from interface: Target
321,request/target,com.bumptech.glide.request.target,Class CustomTarget<T>,public final void removeCallback(@NonNull SizeReadyCallback cb),Description copied from interface: Target
322,request/target,com.bumptech.glide.request.target,Class CustomTarget<T>,public final void setRequest(@Nullable Request request),Description copied from interface: Target
323,request/target,com.bumptech.glide.request.target,"Class CustomViewTarget<T extends android.view.View,Z>",protected abstract void onResourceCleared(@Nullable android.graphics.drawable.Drawable placeholder),"A required callback invoked when the resource is no longer valid and must be freed. You must ensure that any current Drawable received in Target.onResourceReady(Object, Transition) is no longer used before redrawing the container (usually a View) or changing its visibility. Not doing so will result in crashes in your app."
324,request/target,com.bumptech.glide.request.target,"Class CustomViewTarget<T extends android.view.View,Z>",protected void onResourceLoading(@Nullable android.graphics.drawable.Drawable placeholder),An optional callback invoked when a resource load is started.
325,request/target,com.bumptech.glide.request.target,"Class CustomViewTarget<T extends android.view.View,Z>",public void onStart(),Description copied from interface: LifecycleListener
326,request/target,com.bumptech.glide.request.target,"Class CustomViewTarget<T extends android.view.View,Z>",public void onStop(),Description copied from interface: LifecycleListener
327,request/target,com.bumptech.glide.request.target,"Class CustomViewTarget<T extends android.view.View,Z>",public void onDestroy(),Description copied from interface: LifecycleListener
328,request/target,com.bumptech.glide.request.target,"Class CustomViewTarget<T extends android.view.View,Z>","@NonNullpublic final CustomViewTarget<T,Z> waitForLayout()","Indicates that Glide should always wait for any pending layout pass before checking for the size an View. By default, Glide will only wait for a pending layout pass if it's unable to resolve the size from the ViewGroup.LayoutParams or valid non-zero values for View.getWidth() and View.getHeight(). Because calling this method forces Glide to wait for the layout pass to occur before starting loads, setting this parameter to true can cause Glide to asynchronous load an image even if it's in the memory cache. The load will happen asynchronously because Glide has to wait for a layout pass to occur, which won't necessarily happen in the same frame as when the image is requested. As a result, using this method can resulting in flashing in some cases and should be used sparingly. If the ViewGroup.LayoutParams of the wrapped View are set to fixed sizes, they will still be used instead of the View's dimensions even if this method is called. This parameter is a fallback only."
329,request/target,com.bumptech.glide.request.target,"Class CustomViewTarget<T extends android.view.View,Z>","@NonNullpublic final CustomViewTarget<T,Z> clearOnDetach()",Clears the View's Request when the View is detached from its Window and restarts the Request when the View is re-attached from its Window. This is an experimental API that may be removed in a future version. Using this method can save memory by allowing Glide to more eagerly clear resources when transitioning screens or swapping adapters in scrolling views. However it also substantially increases the odds that images will not be in memory if users subsequently return to a screen where images were previously loaded. Whether or not this happens will depend on the number of images loaded in the new screen and the size of the memory cache. Increasing the size of the memory cache can improve this behavior but it largely negates the memory benefits of using this method. Use this method with caution and measure your memory usage to ensure that it's actually improving your memory usage in the cases you care about.
330,request/target,com.bumptech.glide.request.target,"Class CustomViewTarget<T extends android.view.View,Z>","@Deprecatedpublic final CustomViewTarget<T,Z> useTagId(@IdRes int tagId)",Deprecated. Using this method prevents clearing the target from working properly. Glide uses its own internal tag id so this method should not be necessary. This method is currently a no-op.
331,request/target,com.bumptech.glide.request.target,"Class CustomViewTarget<T extends android.view.View,Z>",@NonNullpublic final T getView(),Returns the wrapped View.
332,request/target,com.bumptech.glide.request.target,"Class CustomViewTarget<T extends android.view.View,Z>",public final void getSize(@NonNull SizeReadyCallback cb),"Determines the size of the view by first checking View.getWidth() and View.getHeight(). If one or both are zero, it then checks the view's ViewGroup.LayoutParams. If one or both of the params width and height are less than or equal to zero, it then adds an ViewTreeObserver.OnPreDrawListener which waits until the view has been measured before calling the callback with the view's drawn width and height."
333,request/target,com.bumptech.glide.request.target,"Class CustomViewTarget<T extends android.view.View,Z>",public final void removeCallback(@NonNull SizeReadyCallback cb),Description copied from interface: Target
334,request/target,com.bumptech.glide.request.target,"Class CustomViewTarget<T extends android.view.View,Z>",public final void onLoadStarted(@Nullable android.graphics.drawable.Drawable placeholder),Description copied from interface: Target
335,request/target,com.bumptech.glide.request.target,"Class CustomViewTarget<T extends android.view.View,Z>",public final void onLoadCleared(@Nullable android.graphics.drawable.Drawable placeholder),Description copied from interface: Target
336,request/target,com.bumptech.glide.request.target,"Class CustomViewTarget<T extends android.view.View,Z>",public final void setRequest(@Nullable Request request),Stores the request using View.setTag(Object).
337,request/target,com.bumptech.glide.request.target,"Class CustomViewTarget<T extends android.view.View,Z>",@Nullablepublic final Request getRequest(),Returns any stored request using View.getTag().
338,load/data,com.bumptech.glide.load.data,Interface DataFetcher<T>,"void loadData(@NonNull Priority priority, @NonNull DataFetcher.DataCallback<? super T> callback)",Fetch data from which a resource can be decoded. This will always be called on background thread so it is safe to perform long running tasks here. Any third party libraries called must be thread safe (or move the work to another thread) since this method will be called from a thread in a ExecutorService that may have more than one background thread. You MUST use the DataFetcher.DataCallback once the request is complete. You are free to move the fetch work to another thread and call the callback from there. This method will only be called when the corresponding resource is not in the cache. Note - this method will be run on a background thread so blocking I/O is safe.
339,load/data,com.bumptech.glide.load.data,Interface DataFetcher<T>,void cleanup(),"Cleanup or recycle any resources used by this data fetcher. This method will be called in a finally block after the data provided by loadData(com.bumptech.glide.Priority, com.bumptech.glide.load.data.DataFetcher.DataCallback) has been decoded by the ResourceDecoder. Note - this method will be run on a background thread so blocking I/O is safe."
340,load/data,com.bumptech.glide.load.data,Interface DataFetcher<T>,void cancel(),"A method that will be called when a load is no longer relevant and has been cancelled. This method does not need to guarantee that any in process loads do not finish. It also may be called before a load starts or after it finishes. The best way to use this method is to cancel any loads that have not yet started, but allow those that are in process to finish since its we typically will want to display the same resource in a different view in the near future. Note - this method will be run on the main thread so it should not perform blocking operations and should finish quickly."
341,load/data,com.bumptech.glide.load.data,Interface DataFetcher<T>,@NonNulljava.lang.Class<T> getDataClass(),Returns the class of the data this fetcher will attempt to obtain.
342,load/data,com.bumptech.glide.load.data,Interface DataFetcher.DataCallback<T>,void onDataReady(@Nullable T data),"Called with the loaded data if the load succeeded, or with null if the load failed."
343,load/data,com.bumptech.glide.load.data,Interface DataRewinder<T>,@NonNullT rewindAndGet() throws java.io.IOException,Rewinds the wrapped data back to the beginning and returns the re-wound data (or a wrapper for the re-wound data).
344,load/data,com.bumptech.glide.load.data,Interface DataRewinder.Factory<T>,@NonNullDataRewinder<T> build(@NonNull T data),Returns a new DataRewinder wrapping the given data.
345,load/data,com.bumptech.glide.load.data,Class DataRewinderRegistry,public void register(@NonNull DataRewinder.Factory<?> factory),
346,glide/load,com.bumptech.glide.load,Enum DataSource,public static final DataSource LOCAL,"Indicates data was probably retrieved locally from the device, although it may have been obtained through a content provider that may have obtained the data from a remote source."
347,glide/load,com.bumptech.glide.load,Enum DataSource,public static final DataSource REMOTE,Indicates data was retrieved from a remote source other than the device.
348,glide/load,com.bumptech.glide.load,Enum DataSource,public static final DataSource DATA_DISK_CACHE,Indicates data was retrieved unmodified from the on device cache.
349,glide/load,com.bumptech.glide.load,Enum DataSource,public static final DataSource RESOURCE_DISK_CACHE,Indicates data was retrieved from modified content in the on device cache.
350,glide/load,com.bumptech.glide.load,Enum DataSource,public static DataSource[] values(),"Returns an array containing the constants of this enum type, inthe order they are declared. This method may be used to iterateover the constants as follows:for (DataSource c : DataSource.values())  System.out.println(c);"
351,load/model,com.bumptech.glide.load.model,"Class DataUrlLoader<Model,Data>","public ModelLoader.LoadData<Data> buildLoadData(@NonNull Model model, int width, int height, @NonNull Options options)",Description copied from interface: ModelLoader
352,load/model,com.bumptech.glide.load.model,Interface DataUrlLoader.DataDecoder<Data>,Data decode(java.lang.String uri) throws java.lang.IllegalArgumentException,
353,load/model,com.bumptech.glide.load.model,Interface DataUrlLoader.DataDecoder<Data>,void close(Data data) throws java.io.IOException,
354,load/model,com.bumptech.glide.load.model,Class DataUrlLoader.StreamFactory<Model>,"@NonNullpublic ModelLoader<Model,java.io.InputStream> build(@NonNull MultiModelLoaderFactory multiFactory)",Description copied from interface: ModelLoaderFactory
355,glide/load,com.bumptech.glide.load,Enum DecodeFormat,public static final DecodeFormat PREFER_ARGB_8888,"Bitmaps returned by the ResourceDecoder. should return Bitmap.Config.ARGB_8888 for Bitmap.getConfig() when possible. On Android O+, this format will use ARGB_8888 only when it's not possible to use Bitmap.Config.HARDWARE. More information is available about hardware Bitmaps here: https://goo.gl/tn2A6k. If you need to disable hardware Bitmaps for a particular request, use BaseRequestOptions.disallowHardwareConfig(). GIF images decoded by BitmapFactory currently use an internal hidden format that is returned as null from Bitmap.getConfig(). Since we cannot force BitmapFactory to always return our desired config, this setting is a preference, not a promise."
356,glide/load,com.bumptech.glide.load,Enum DecodeFormat,public static DecodeFormat[] values(),"Returns an array containing the constants of this enum type, inthe order they are declared. This method may be used to iterateover the constants as follows:for (DecodeFormat c : DecodeFormat.values())  System.out.println(c);"
357,load/engine,com.bumptech.glide.load.engine,"Class DecodePath<DataType,ResourceType,Transcode>","public Resource<Transcode> decode(DataRewinder<DataType> rewinder, int width, int height, @NonNull Options options, com.bumptech.glide.load.engine.DecodePath.DecodeCallback<ResourceType> callback) throws GlideException",
358,resource/bitmap,com.bumptech.glide.load.resource.bitmap,Class DefaultImageHeaderParser,@NonNullpublic ImageHeaderParser.ImageType getType(@NonNull java.io.InputStream is) throws java.io.IOException,
359,resource/bitmap,com.bumptech.glide.load.resource.bitmap,Class DefaultImageHeaderParser,@NonNullpublic ImageHeaderParser.ImageType getType(@NonNull java.nio.ByteBuffer byteBuffer) throws java.io.IOException,
360,resource/bitmap,com.bumptech.glide.load.resource.bitmap,Class DefaultImageHeaderParser,"public int getOrientation(@NonNull java.io.InputStream is, @NonNull ArrayPool byteArrayPool) throws java.io.IOException",Description copied from interface: ImageHeaderParser
361,engine/cache,com.bumptech.glide.load.engine.cache,Interface DiskCache,@Nullablejava.io.File get(Key key),"Get the cache for the value at the given key. Note - This is potentially dangerous, someone may write a new value to the file at any point in time and we won't know about it."
362,engine/cache,com.bumptech.glide.load.engine.cache,Interface DiskCache,"void put(Key key, DiskCache.Writer writer)","Write to a key in the cache. DiskCache.Writer is used so that the cache implementation can perform actions after the write finishes, like commit (via atomic file rename)."
363,engine/cache,com.bumptech.glide.load.engine.cache,Interface DiskCache,void delete(Key key),Remove the key and value from the cache.
364,engine/cache,com.bumptech.glide.load.engine.cache,Interface DiskCache.Factory,static final int DEFAULT_DISK_CACHE_SIZE,250 MB of cache.
365,engine/cache,com.bumptech.glide.load.engine.cache,Class DiskCacheAdapter,public java.io.File get(Key key),Description copied from interface: DiskCache
366,engine/cache,com.bumptech.glide.load.engine.cache,Class DiskCacheAdapter,"public void put(Key key, DiskCache.Writer writer)",Description copied from interface: DiskCache
367,engine/cache,com.bumptech.glide.load.engine.cache,Class DiskCacheAdapter,public void delete(Key key),Description copied from interface: DiskCache
368,load/engine,com.bumptech.glide.load.engine,Class DiskCacheStrategy,public static final DiskCacheStrategy ALL,"Caches remote data with both DATA and RESOURCE, and local data with RESOURCE only."
369,load/engine,com.bumptech.glide.load.engine,Class DiskCacheStrategy,public static final DiskCacheStrategy NONE,Saves no data to cache.
370,load/engine,com.bumptech.glide.load.engine,Class DiskCacheStrategy,public static final DiskCacheStrategy DATA,Writes retrieved data directly to the disk cache before it's decoded.
371,load/engine,com.bumptech.glide.load.engine,Class DiskCacheStrategy,public static final DiskCacheStrategy RESOURCE,Writes resources to disk after they've been decoded.
372,load/engine,com.bumptech.glide.load.engine,Class DiskCacheStrategy,public abstract boolean isDataCacheable(DataSource dataSource),Returns true if this request should cache the original unmodified data.
373,load/engine,com.bumptech.glide.load.engine,Class DiskCacheStrategy,"public abstract boolean isResourceCacheable(boolean isFromAlternateCacheKey, DataSource dataSource, EncodeStrategy encodeStrategy)",Returns true if this request should cache the final transformed resource.
374,load/engine,com.bumptech.glide.load.engine,Class DiskCacheStrategy,public abstract boolean decodeCachedResource(),Returns true if this request should attempt to decode cached resource data.
375,glide/disklrucache,com.bumptech.glide.disklrucache,Class DiskLruCache,"public static DiskLruCache open(java.io.File directory, int appVersion, int valueCount, long maxSize) throws java.io.IOException","Opens the cache in directory, creating a cache if none exists there."
376,glide/disklrucache,com.bumptech.glide.disklrucache,Class DiskLruCache,public DiskLruCache.Value get(java.lang.String key) throws java.io.IOException,"Returns a snapshot of the entry named key, or null if it doesn't exist is not currently readable. If a value is returned, it is moved to the head of the LRU queue."
377,glide/disklrucache,com.bumptech.glide.disklrucache,Class DiskLruCache,public DiskLruCache.Editor edit(java.lang.String key) throws java.io.IOException,"Returns an editor for the entry named key, or null if another edit is in progress."
378,glide/disklrucache,com.bumptech.glide.disklrucache,Class DiskLruCache,public java.io.File getDirectory(),Returns the directory where this cache stores its data.
379,glide/disklrucache,com.bumptech.glide.disklrucache,Class DiskLruCache,public long getMaxSize(),Returns the maximum number of bytes that this cache should use to store its data.
380,glide/disklrucache,com.bumptech.glide.disklrucache,Class DiskLruCache,public void setMaxSize(long maxSize),"Changes the maximum number of bytes the cache can store and queues a job to trim the existing store, if necessary."
381,glide/disklrucache,com.bumptech.glide.disklrucache,Class DiskLruCache,public long size(),Returns the number of bytes currently being used to store the values in this cache. This may be greater than the max size if a background deletion is pending.
382,glide/disklrucache,com.bumptech.glide.disklrucache,Class DiskLruCache,public boolean remove(java.lang.String key) throws java.io.IOException,Drops the entry for key if it exists and can be removed. Entries actively being edited cannot be removed.
383,glide/disklrucache,com.bumptech.glide.disklrucache,Class DiskLruCache,public boolean isClosed(),Returns true if this cache has been closed.
384,glide/disklrucache,com.bumptech.glide.disklrucache,Class DiskLruCache,public void flush() throws java.io.IOException,Force buffered operations to the filesystem.
385,glide/disklrucache,com.bumptech.glide.disklrucache,Class DiskLruCache,public void close() throws java.io.IOException,Closes this cache. Stored values will remain on the filesystem.
386,engine/cache,com.bumptech.glide.load.engine.cache,Class DiskLruCacheFactory,"public DiskLruCacheFactory(java.lang.String diskCacheFolder, long diskCacheSize)",
387,engine/cache,com.bumptech.glide.load.engine.cache,Class DiskLruCacheFactory,"public DiskLruCacheFactory(java.lang.String diskCacheFolder, java.lang.String diskCacheName, long diskCacheSize)",
388,engine/cache,com.bumptech.glide.load.engine.cache,Class DiskLruCacheWrapper,"@Deprecatedpublic static DiskCache get(java.io.File directory, long maxSize)","Deprecated. Use create(File, long) to create a new cache with the specified arguments."
389,engine/cache,com.bumptech.glide.load.engine.cache,Class DiskLruCacheWrapper,"public static DiskCache create(java.io.File directory, long maxSize)",Create a new DiskCache in the given directory with a specified max size.
390,engine/cache,com.bumptech.glide.load.engine.cache,Class DiskLruCacheWrapper,public java.io.File get(Key key),Description copied from interface: DiskCache
391,engine/cache,com.bumptech.glide.load.engine.cache,Class DiskLruCacheWrapper,"public void put(Key key, DiskCache.Writer writer)",Description copied from interface: DiskCache
392,engine/cache,com.bumptech.glide.load.engine.cache,Class DiskLruCacheWrapper,public void delete(Key key),Description copied from interface: DiskCache
393,resource/bitmap,com.bumptech.glide.load.resource.bitmap,Class Downsampler,public static final Option<DecodeFormat> DECODE_FORMAT,Indicates the DecodeFormat that will be used in conjunction with the image format to determine the Bitmap.Config to provide to BitmapFactory.Options.inPreferredConfig when decoding the image.
394,resource/bitmap,com.bumptech.glide.load.resource.bitmap,Class Downsampler,public static final Option<PreferredColorSpace> PREFERRED_COLOR_SPACE,Sets the PreferredColorSpace that will be used along with the version of Android and color space of the requested image to determine the final color space used to decode the image. Refer to PreferredColorSpace for details on how this option works and its various limitations.
395,resource/bitmap,com.bumptech.glide.load.resource.bitmap,Class Downsampler,@Deprecatedpublic static final Option<DownsampleStrategy> DOWNSAMPLE_STRATEGY,Deprecated. Use DownsampleStrategy.OPTION directly instead.
396,resource/bitmap,com.bumptech.glide.load.resource.bitmap,Class Downsampler,public static final Option<java.lang.Boolean> FIX_BITMAP_SIZE_TO_REQUESTED_DIMENSIONS,"Ensure that the size of the bitmap is fixed to the requested width and height of the resource from the caller. The final resource dimensions may differ from the requested width and height, and thus setting this to true may result in the bitmap size differing from the resource dimensions. This can be used as a performance optimization for KitKat and above by fixing the size of the bitmap for a collection of requested resources so that the bitmap pool will not need to allocate new bitmaps for images of different sizes."
397,resource/bitmap,com.bumptech.glide.load.resource.bitmap,Class Downsampler,public boolean handles(java.io.InputStream is),
398,resource/bitmap,com.bumptech.glide.load.resource.bitmap,Class Downsampler,public boolean handles(java.nio.ByteBuffer byteBuffer),
399,resource/bitmap,com.bumptech.glide.load.resource.bitmap,Class Downsampler,public boolean handles(android.os.ParcelFileDescriptor source),
400,resource/bitmap,com.bumptech.glide.load.resource.bitmap,Class Downsampler,"public Resource<android.graphics.Bitmap> decode(java.io.InputStream is, int outWidth, int outHeight, Options options) throws java.io.IOException",Returns a Bitmap decoded from the given InputStream that is rotated to match any EXIF data present in the stream and that is downsampled according to the given dimensions and any provided DownsampleStrategy option.
401,resource/bitmap,com.bumptech.glide.load.resource.bitmap,Class Downsampler,"public Resource<android.graphics.Bitmap> decode(java.io.InputStream is, int requestedWidth, int requestedHeight, Options options, Downsampler.DecodeCallbacks callbacks) throws java.io.IOException","Returns a Bitmap decoded from the given InputStream that is rotated to match any EXIF data present in the stream and that is downsampled according to the given dimensions and any provided DownsampleStrategy option. If a Bitmap is present in the BitmapPool whose dimensions exactly match those of the image for the given InputStream is available, the operation is much less expensive in terms of memory."
402,resource/bitmap,com.bumptech.glide.load.resource.bitmap,Interface Downsampler.DecodeCallbacks,void onObtainBounds(),
403,resource/bitmap,com.bumptech.glide.load.resource.bitmap,Class DownsampleStrategy,public static final DownsampleStrategy AT_LEAST,"Downsamples so the image's smallest dimension is between the given dimensions and 2x the given dimensions, with no size restrictions on the image's largest dimension. Does not upscale if the requested dimensions are larger than the original dimensions."
404,resource/bitmap,com.bumptech.glide.load.resource.bitmap,Class DownsampleStrategy,public static final DownsampleStrategy AT_MOST,"Downsamples so the image's largest dimension is between 1/2 the given dimensions and the given dimensions, with no restrictions on the image's smallest dimension. Does not upscale if the requested dimensions are larger than the original dimensions."
405,resource/bitmap,com.bumptech.glide.load.resource.bitmap,Class DownsampleStrategy,public static final DownsampleStrategy FIT_CENTER,"Scales, maintaining the original aspect ratio, so that one of the image's dimensions is exactly equal to the requested size and the other dimension is less than or equal to the requested size. This method will upscale if the requested width and height are greater than the source width and height. To avoid upscaling, use AT_LEAST, AT_MOST or CENTER_INSIDE. On pre-KitKat devices, FIT_CENTER will downsample by a power of two only so that one of the image's dimensions is greater than or equal to the requested size. No guarantees are made about the second dimensions. This is NOT the same as AT_LEAST because only one dimension, not both, are greater than or equal to the requested dimensions, the other may be smaller."
406,resource/bitmap,com.bumptech.glide.load.resource.bitmap,Class DownsampleStrategy,public static final DownsampleStrategy CENTER_INSIDE,"Identical to FIT_CENTER, but never upscales."
407,resource/bitmap,com.bumptech.glide.load.resource.bitmap,Class DownsampleStrategy,public static final DownsampleStrategy CENTER_OUTSIDE,"Scales, maintaining the original aspect ratio, so that one of the image's dimensions is exactly equal to the requested size and the other dimension is greater than or equal to the requested size. This method will upscale if the requested width and height are greater than the source width and height. To avoid upscaling, use AT_LEAST, AT_MOST, or CENTER_INSIDE. On pre-KitKat devices, Downsampler treats this as equivalent to AT_LEAST because only power of two downsampling can be used."
408,resource/bitmap,com.bumptech.glide.load.resource.bitmap,Class DownsampleStrategy,public static final DownsampleStrategy NONE,Performs no downsampling or scaling.
409,resource/bitmap,com.bumptech.glide.load.resource.bitmap,Class DownsampleStrategy,public static final DownsampleStrategy DEFAULT,"Default strategy, currently CENTER_OUTSIDE."
410,resource/bitmap,com.bumptech.glide.load.resource.bitmap,Class DownsampleStrategy,"public abstract float getScaleFactor(int sourceWidth, int sourceHeight, int requestedWidth, int requestedHeight)","Returns a float (0, +infinity) indicating a scale factor to apply to the source width and height when displayed in the requested width and height. The returned scale factor will be split into a power of two sample size applied via BitmapFactory.Options.inSampleSize and a float scale factor applied after downsampling via BitmapFactory.Options.inTargetDensity and BitmapFactory.Options.inDensity. Because of rounding errors the scale factor may not be applied precisely. The float scaling factor will only be applied on KitKat+. Prior to KitKat, only the power of two downsampling will be applied."
411,resource/bitmap,com.bumptech.glide.load.resource.bitmap,Enum DownsampleStrategy.SampleSizeRounding,public static final DownsampleStrategy.SampleSizeRounding MEMORY,Prefer to round the sample size up so that the image is downsampled to smaller than the requested size to use less memory.
412,resource/bitmap,com.bumptech.glide.load.resource.bitmap,Enum DownsampleStrategy.SampleSizeRounding,public static DownsampleStrategy.SampleSizeRounding[] values(),"Returns an array containing the constants of this enum type, inthe order they are declared. This method may be used to iterateover the constants as follows:for (DownsampleStrategy.SampleSizeRounding c : DownsampleStrategy.SampleSizeRounding.values())  System.out.println(c);"
413,request/transition,com.bumptech.glide.request.transition,Class DrawableCrossFadeFactory.Builder,public Builder(),
414,request/transition,com.bumptech.glide.request.transition,Class DrawableCrossFadeFactory.Builder,public DrawableCrossFadeFactory.Builder setCrossFadeEnabled(boolean isCrossFadeEnabled),Enables or disables animating the alpha of the Drawable the cross fade will animate from. Defaults to false.
